"ID","Position","Depth","Frequency"
"sample18",17320,194,0
"sample18",17321,194,0
"sample18",17322,191,0
"sample18",17323,196,0
"sample18",17324,196,0
"sample18",17325,194,0
"sample18",17326,201,0
"sample18",17327,242,0
"sample18",17328,231,0
"sample18",17329,234,0
"sample18",17330,252,0
"sample18",17331,247,0
"sample18",17332,248,0
"sample18",17333,249,0
"sample18",17334,249,0
"sample18",17335,241,0
"sample18",17336,243,0
"sample18",17337,265,0
"sample18",17338,265,0
"sample18",17339,277,0
"sample18",17340,282,0
"sample18",17341,280,0
"sample18",17342,267,0
"sample18",17343,266,0
"sample18",17344,259,0
"sample18",17345,257,0
"sample18",17346,257,0
"sample18",17347,248,0
"sample18",17348,248,0
"sample18",17349,243,0
"sample18",17350,229,0
"sample18",17351,228,0
"sample18",17352,223,0
"sample18",17353,211,0
"sample18",17354,211,0
"sample18",17355,216,0
"sample18",17356,221,0
"sample18",17357,221,0
"sample18",17358,218,0
"sample18",17359,225,0
"sample18",17360,226,0
"sample18",17361,222,0
"sample18",17362,222,0
"sample18",17363,219,0
"sample18",17364,220,0
"sample18",17365,220,0
"sample18",17366,207,0
"sample18",17367,207,0
"sample18",17368,207,0
"sample18",17369,207,0
"sample18",17370,207,0
"sample18",17371,209,0
"sample18",17372,209,0
"sample18",17373,209,0
"sample18",17374,209,0
"sample18",17375,209,0
"sample18",17376,209,0
"sample18",17377,209,0
"sample18",17378,213,0
"sample18",17379,213,0
"sample18",17380,211,0
"sample18",17381,211,0
"sample18",17382,204,0
"sample18",17383,188,0
"sample18",17384,182,0
"sample18",17385,183,0
"sample18",17386,184,0
"sample18",17387,182,0
"sample18",17388,184,0
"sample18",17389,183,0
"sample18",17390,183,0
"sample18",17391,179,0
"sample18",17392,179,0
"sample18",17393,178,0
"sample18",17394,177,0
"sample18",17395,175,0
"sample18",17396,175,0
"sample18",17397,175,0
"sample18",17398,175,0
"sample18",17399,175,0
"sample18",17400,175,0
"sample18",17401,168,0
"sample18",17402,127,0
"sample18",17403,127,0
"sample18",17404,126,0
"sample18",17405,103,0
"sample18",17406,103,0
"sample18",17407,100,0
"sample18",17408,101,0
"sample18",17409,98,0
"sample18",17410,98,0
"sample18",17411,96,0
"sample18",17412,77,0
"sample18",17413,77,0
"sample18",17414,59,0
"sample18",17415,52,0
"sample18",17416,50,0
"sample18",17417,50,0
"sample18",17418,50,0
"sample18",17419,51,0
"sample18",17420,54,0
"sample18",17421,54,0
"sample18",17422,54,0
"sample18",17423,55,0
"sample18",17424,55,0
"sample18",17425,57,0
"sample18",17426,57,0
"sample18",17427,68,0
"sample18",17428,72,0
"sample18",17429,74,0
"sample18",17430,82,0
"sample18",17431,77,0
"sample18",17432,110,0
"sample18",17433,111,0
"sample18",17434,104,0
"sample18",17435,104,0
"sample18",17436,104,0
"sample18",17437,104,0
"sample18",17438,104,0
"sample18",17439,105,0
"sample18",17440,105,0
"sample18",17441,123,0
"sample18",17442,124,0
"sample18",17443,132,0
"sample18",17444,133,0
"sample18",17445,139,0
"sample18",17446,147,0
"sample18",17447,150,0
"sample18",17448,151,0
"sample18",17449,151,0
"sample18",17450,152,0
"sample18",17451,153,0
"sample18",17452,153,0
"sample18",17453,152,0
"sample18",17454,153,0
"sample18",17455,155,0
"sample18",17456,169,0
"sample18",17457,170,0
"sample18",17458,169,0
"sample18",17459,169,0
"sample18",17460,166,0
"sample18",17461,165,0
"sample18",17462,165,0
"sample18",17463,165,0
"sample18",17464,165,0
"sample18",17465,165,0
"sample18",17466,165,0
"sample18",17467,165,0
"sample18",17468,165,0
"sample18",17469,163,0
"sample18",17470,164,0
"sample18",17471,164,0
"sample18",17472,162,0
"sample18",17473,162,0
"sample18",17474,162,0
"sample18",17475,162,0
"sample18",17476,162,0
"sample18",17477,162,0
"sample18",17478,162,0
"sample18",17479,162,0
"sample18",17480,163,0
"sample18",17481,163,0
"sample18",17482,164,0
"sample18",17483,163,0
"sample18",17484,163,0
"sample18",17485,163,0
"sample18",17486,168,0
"sample18",17487,165,0
"sample18",17488,167,0
"sample18",17489,167,0
"sample18",17490,168,0
"sample18",17491,165,0
"sample18",17492,165,0
"sample18",17493,165,0
"sample18",17494,164,0
"sample18",17495,161,0
"sample18",17496,161,0
"sample18",17497,161,0
"sample18",17498,160,0
"sample18",17499,160,0
"sample18",17500,157,0
"sample18",17501,157,0
"sample18",17502,146,0
"sample18",17503,141,0
"sample18",17504,138,0
"sample18",17505,127,0
"sample18",17506,126,0
"sample18",17507,91,0
"sample18",17508,90,0
"sample18",17509,90,0
"sample18",17510,89,0
"sample18",17511,89,0
"sample18",17512,91,0
"sample18",17513,91,0
"sample18",17514,89,0
"sample18",17515,88,0
"sample18",17516,72,0
"sample18",17517,71,0
"sample18",17518,63,0
"sample18",17519,62,0
"sample18",17520,57,0
"sample18",17521,47,0
"sample18",17522,44,0
"sample18",17523,43,0
"sample18",17524,43,0
"sample18",17525,45,0
"sample18",17526,45,0
"sample18",17527,48,0
"sample18",17528,51,0
"sample18",17529,51,0
"sample18",17530,49,0
"sample18",17531,36,0
"sample18",17532,44,0
"sample18",17533,45,0
"sample18",17534,48,0
"sample18",17535,48,0
"sample18",17536,48,0
"sample18",17537,49,0
"sample18",17538,50,0
"sample18",17539,65,0
"sample18",17540,67,0
"sample18",17541,69,0
"sample18",17542,69,0
"sample18",17543,69,0
"sample18",17544,69,0
"sample18",17545,68,0
"sample18",17546,70,0
"sample18",17547,70,0
"sample18",17548,71,0
"sample18",17549,71,0
"sample18",17550,77,0
"sample18",17551,85,0
"sample18",17552,86,0
"sample18",17553,86,0
"sample18",17554,86,0
"sample18",17555,90,0
"sample18",17556,90,0
"sample18",17557,90,0
"sample18",17558,88,0
"sample18",17559,88,0
"sample18",17560,91,0
"sample18",17561,86,0
"sample18",17562,86,0
"sample18",17563,84,0
"sample18",17564,85,0
"sample18",17565,88,0
"sample18",17566,91,0
"sample18",17567,95,0
"sample18",17568,103,0
"sample18",17569,103,0
"sample18",17570,105,0
"sample18",17571,107,0
"sample18",17572,113,0
"sample18",17573,114,0
"sample18",17574,115,0
"sample18",17575,115,0
"sample18",17576,119,0
"sample18",17577,131,0
"sample18",17578,156,0
"sample18",17579,158,0
"sample18",17580,165,0
"sample18",17581,167,0
"sample18",17582,167,0
"sample18",17583,175,0
"sample18",17584,189,0
"sample18",17585,190,0
"sample18",17586,190,0
"sample18",17587,188,0
"sample18",17588,195,0
"sample18",17589,195,0
"sample18",17590,195,0
"sample18",17591,193,0
"sample18",17592,193,0
"sample18",17593,194,0
"sample18",17594,195,0
"sample18",17595,196,0
"sample18",17596,196,0
"sample18",17597,197,0
"sample18",17598,197,0
"sample18",17599,200,0
"sample18",17600,197,0
"sample18",17601,196,0
"sample18",17602,194,0
"sample18",17603,190,0
"sample18",17604,189,0
"sample18",17605,192,0
"sample18",17606,190,0
"sample18",17607,185,0
"sample18",17608,198,0
"sample18",17609,196,0
"sample18",17610,201,0
"sample18",17611,203,0
"sample18",17612,202,0
"sample18",17613,206,0
"sample18",17614,191,0
"sample18",17615,189,0
"sample18",17616,201,0
"sample18",17617,204,0
"sample18",17618,209,0
"sample18",17619,208,0
"sample18",17620,220,0
"sample18",17621,231,0
"sample18",17622,249,0
"sample18",17623,248,0
"sample18",17624,249,0
"sample18",17625,243,0
"sample18",17626,236,0
"sample18",17627,245,0
"sample18",17628,250,0
"sample18",17629,260,0
"sample18",17630,262,0
"sample18",17631,265,0
"sample18",17632,270,0
"sample18",17633,270,0
"sample18",17634,270,0
"sample18",17635,267,0
"sample18",17636,282,0
"sample18",17637,283,0
"sample18",17638,285,0
"sample18",17639,284,0
"sample18",17640,280,0
"sample18",17641,278,0
"sample18",17642,283,0
"sample18",17643,275,0
"sample18",17644,275,0
"sample18",17645,273,0
"sample18",17646,272,0
"sample18",17647,266,0
"sample18",17648,265,0
"sample18",17649,264,0
"sample18",17650,264,0
"sample18",17651,260,0
"sample18",17652,252,0
"sample18",17653,227,0
"sample18",17654,225,0
"sample18",17655,218,0
"sample18",17656,216,0
"sample18",17657,220,0
"sample18",17658,215,0
"sample18",17659,201,0
"sample18",17660,200,0
"sample18",17661,200,0
"sample18",17662,201,0
"sample18",17663,196,0
"sample18",17664,196,0
"sample18",17665,198,0
"sample18",17666,198,0
"sample18",17667,198,0
"sample18",17668,200,0
"sample18",17669,199,0
"sample18",17670,197,0
"sample18",17671,198,0
"sample18",17672,197,0
"sample18",17673,197,0
"sample18",17674,198,0
"sample18",17675,198,0
"sample18",17676,198,0
"sample18",17677,198,0
"sample18",17678,196,0
"sample18",17679,198,0
"sample18",17680,195,0
"sample18",17681,195,0
"sample18",17682,192,0
"sample18",17683,178,0
"sample18",17684,177,0
"sample18",17685,173,0
"sample18",17686,171,0
"sample18",17687,171,0
"sample18",17688,166,0
"sample18",17689,168,0
"sample18",17690,168,0
"sample18",17691,155,0
"sample18",17692,154,0
"sample18",17693,149,0
"sample18",17694,149,0
"sample18",17695,138,0
"sample18",17696,125,0
"sample18",17697,107,0
"sample18",17698,106,0
"sample18",17699,106,0
"sample18",17700,107,0
"sample18",17701,110,0
"sample18",17702,104,0
"sample18",17703,99,0
"sample18",17704,89,0
"sample18",17705,82,0
"sample18",17706,79,0
"sample18",17707,80,0
"sample18",17708,81,0
"sample18",17709,82,0
"sample18",17710,99,0
"sample18",17711,84,0
"sample18",17712,85,0
"sample18",17713,83,0
"sample18",17714,83,0
"sample18",17715,87,0
"sample18",17716,86,0
"sample18",17717,80,0
"sample18",17718,80,0
"sample18",17719,84,0
"sample18",17720,84,0
"sample18",17721,89,0
"sample18",17722,89,0
"sample18",17723,93,0
"sample18",17724,93,0
"sample18",17725,93,0
"sample18",17726,101,0
"sample18",17727,100,0
"sample18",17728,104,0
"sample18",17729,104,0
"sample18",17730,104,0
"sample18",17731,104,0
"sample18",17732,105,0
"sample18",17733,102,0
"sample18",17734,103,0
"sample18",17735,103,0
"sample18",17736,103,0
"sample18",17737,102,0
"sample18",17738,100,0
"sample18",17739,100,0
"sample18",17740,98,0
"sample18",17741,98,0
"sample18",17742,98,0
"sample18",17743,95,0
"sample18",17744,95,0
"sample18",17745,95,0
"sample18",17746,94,0
"sample18",17747,94,0
"sample18",17748,94,0
"sample18",17749,90,0
"sample18",17750,90,0
"sample18",17751,90,0
"sample18",17752,90,0
"sample18",17753,90,0
"sample18",17754,89,0
"sample18",17755,89,0
"sample18",17756,89,0
"sample18",17757,88,0
"sample18",17758,91,0
"sample18",17759,91,0
"sample18",17760,91,0
"sample18",17761,91,0
"sample18",17762,91,0
"sample18",17763,96,0
"sample18",17764,99,0
"sample18",17765,109,0
"sample18",17766,108,0
"sample18",17767,106,0
"sample18",17768,106,0
"sample18",17769,106,0
"sample18",17770,110,0
"sample18",17771,111,0
"sample18",17772,111,0
"sample18",17773,111,0
"sample18",17774,113,0
"sample18",17775,116,0
"sample18",17776,112,0
"sample18",17777,108,0
"sample18",17778,113,0
"sample18",17779,113,0
"sample18",17780,115,0
"sample18",17781,115,0
"sample18",17782,108,0
"sample18",17783,107,0
"sample18",17784,106,0
"sample18",17785,89,0
"sample18",17786,89,0
"sample18",17787,88,0
"sample18",17788,88,0
"sample18",17789,88,0
"sample18",17790,86,0
"sample18",17791,94,0
"sample18",17792,91,0
"sample18",17793,91,0
"sample18",17794,95,0
"sample18",17795,95,0
"sample18",17796,89,0
"sample18",17797,95,0
"sample18",17798,97,0
"sample18",17799,101,0
"sample18",17800,103,0
"sample18",17801,101,0
"sample18",17802,103,0
"sample18",17803,99,0
"sample18",17804,99,0
"sample18",17805,99,0
"sample18",17806,122,0
"sample18",17807,127,0
"sample18",17808,138,0
"sample18",17809,137,0
"sample18",17810,145,0
"sample18",17811,145,0
"sample18",17812,145,0
"sample18",17813,145,0
"sample18",17814,149,0
"sample18",17815,151,0
"sample18",17816,151,0
"sample18",17817,151,0
"sample18",17818,161,0
"sample18",17819,165,0
"sample18",17820,165,0
"sample18",17821,165,0
"sample18",17822,165,0
"sample18",17823,165,0
"sample18",17824,164,0
"sample18",17825,164,0
"sample18",17826,164,0
"sample18",17827,168,0
"sample18",17828,168,0
"sample18",17829,166,0
"sample18",17830,166,0
"sample18",17831,166,0
"sample18",17832,166,0
"sample18",17833,172,0
"sample18",17834,182,0
"sample18",17835,182,0
"sample18",17836,182,0
"sample18",17837,182,0
"sample18",17838,180,0
"sample18",17839,175,0
"sample18",17840,165,0
"sample18",17841,165,0
"sample18",17842,165,0
"sample18",17843,165,0
"sample18",17844,167,0
"sample18",17845,162,0
"sample18",17846,161,0
"sample18",17847,161,0
"sample18",17848,161,0
"sample18",17849,159,0
"sample18",17850,155,0
"sample18",17851,155,0
"sample18",17852,156,0
"sample18",17853,153,0
"sample18",17854,153,0
"sample18",17855,153,0
"sample18",17856,156,0
"sample18",17857,156,0
"sample18",17858,157,0
"sample18",17859,157,0
"sample18",17860,157,0
"sample18",17861,157,0
"sample18",17862,156,0
"sample18",17863,156,0
"sample18",17864,156,0
"sample18",17865,154,0
"sample18",17866,146,0
"sample18",17867,159,0
"sample18",17868,161,0
"sample18",17869,154,0
"sample18",17870,154,0
"sample18",17871,154,0
"sample18",17872,165,0
"sample18",17873,160,0
"sample18",17874,156,0
"sample18",17875,160,0
"sample18",17876,160,0
"sample18",17877,165,0
"sample18",17878,165,0
"sample18",17879,165,0
"sample18",17880,165,0
"sample18",17881,145,0
"sample18",17882,140,0
"sample18",17883,129,0
"sample18",17884,132,0
"sample18",17885,124,0
"sample18",17886,124,0
"sample18",17887,126,0
"sample18",17888,130,0
"sample18",17889,179,0
"sample18",17890,192,0
"sample18",17891,211,0
"sample18",17892,241,0
"sample18",17893,270,0
"sample18",17894,288,0
"sample18",17895,293,0
"sample18",17896,297,0
"sample18",17897,297,0
"sample18",17898,297,0
"sample18",17899,297,0
"sample18",17900,297,0
"sample18",17901,299,0
"sample18",17902,295,0
"sample18",17903,299,0
"sample18",17904,299,0
"sample18",17905,301,0
"sample18",17906,303,0
"sample18",17907,306,0
"sample18",17908,297,0
"sample18",17909,287,0
"sample18",17910,290,0
"sample18",17911,291,0
"sample18",17912,291,0
"sample18",17913,288,0
"sample18",17914,288,0
"sample18",17915,288,0
"sample18",17916,292,0.993127
"sample18",17917,292,0
"sample18",17918,292,0
"sample18",17919,290,0
"sample18",17920,290,0
"sample18",17921,290,0
"sample18",17922,290,0
"sample18",17923,292,0
"sample18",17924,292,0
"sample18",17925,294,0
"sample18",17926,294,0
"sample18",17927,295,0
"sample18",17928,296,0
"sample18",17929,296,0
"sample18",17930,294,0
"sample18",17931,291,0
"sample18",17932,292,0
"sample18",17933,291,0
"sample18",17934,291,0
"sample18",17935,291,0
"sample18",17936,291,0
"sample18",17937,291,0
"sample18",17938,293,0
"sample18",17939,293,0
"sample18",17940,305,0
"sample18",17941,305,0
"sample18",17942,294,0
"sample18",17943,292,0
"sample18",17944,291,0
"sample18",17945,296,0
"sample18",17946,309,0
"sample18",17947,354,0
"sample18",17948,378,0
"sample18",17949,381,0
"sample18",17950,382,0
"sample18",17951,377,0
"sample18",17952,367,0
"sample18",17953,369,0
"sample18",17954,370,0
"sample18",17955,375,0
"sample18",17956,374,0
"sample18",17957,369,0
"sample18",17958,371,0
"sample18",17959,372,0
"sample18",17960,373,0
"sample18",17961,379,0
"sample18",17962,377,0
"sample18",17963,373,0
"sample18",17964,321,0
"sample18",17965,308,0
"sample18",17966,289,0
"sample18",17967,259,0
"sample18",17968,222,0
"sample18",17969,203,0
"sample18",17970,199,0
"sample18",17971,195,0
"sample18",17972,195,0
"sample18",17973,202,0
"sample18",17974,203,0
"sample18",17975,208,0
"sample18",17976,215,0
"sample18",17977,244,0
"sample18",17978,301,0
"sample18",17979,315,0
"sample18",17980,337,0
"sample18",17981,342,0
"sample18",17982,339,0
"sample18",17983,339,0
"sample18",17984,340,0
"sample18",17985,375,0
"sample18",17986,380,0
"sample18",17987,385,0
"sample18",17988,387,0
"sample18",17989,393,0
"sample18",17990,397,0
"sample18",17991,407,0
"sample18",17992,407,0
"sample18",17993,413,0
"sample18",17994,413,0
"sample18",17995,423,0
"sample18",17996,426,0
"sample18",17997,429,0
"sample18",17998,429,0
"sample18",17999,433,0
"sample18",18000,503,0
"sample18",18001,510,0
"sample18",18002,508,0
"sample18",18003,509,0
"sample18",18004,513,0
"sample18",18005,512,0
"sample18",18006,513,0
"sample18",18007,512,0
"sample18",18008,512,0
"sample18",18009,512,0
"sample18",18010,512,0
"sample18",18011,515,0
"sample18",18012,515,0
"sample18",18013,513,0
"sample18",18014,513,0
"sample18",18015,500,0
"sample18",18016,503,0
"sample18",18017,501,0
"sample18",18018,501,0
"sample18",18019,503,0
"sample18",18020,498,0
"sample18",18021,486,0
"sample18",18022,424,0
"sample18",18023,400,0
"sample18",18024,400,0
"sample18",18025,400,0
"sample18",18026,404,0
"sample18",18027,422,0
"sample18",18028,455,0
"sample18",18029,458,0
"sample18",18030,470,0
"sample18",18031,498,0
"sample18",18032,510,0
"sample18",18033,548,0
"sample18",18034,551,0
"sample18",18035,564,0
"sample18",18036,589,0
"sample18",18037,600,0
"sample18",18038,613,0
"sample18",18039,695,0
"sample18",18040,701,0
"sample18",18041,829,0
"sample18",18042,831,0
"sample18",18043,843,0
"sample18",18044,843,0
"sample18",18045,842,0
"sample18",18046,846,0
"sample18",18047,850,0
"sample18",18048,843,0
"sample18",18049,845,0
"sample18",18050,844,0
"sample18",18051,839,0
"sample18",18052,812,0
"sample18",18053,752,0
"sample18",18054,738,0
"sample18",18055,714,0
"sample18",18056,707,0
"sample18",18057,707,0
"sample18",18058,710,0
"sample18",18059,709,0
"sample18",18060,673,0
"sample18",18061,665,0
"sample18",18062,660,0
"sample18",18063,661,0
"sample18",18064,655,0
"sample18",18065,651,0
"sample18",18066,637,0
"sample18",18067,637,0
"sample18",18068,631,0
"sample18",18069,631,0
"sample18",18070,621,0
"sample18",18071,618,0
"sample18",18072,616,0
"sample18",18073,615,0
"sample18",18074,611,0
"sample18",18075,539,0
"sample18",18076,532,0
"sample18",18077,533,0
"sample18",18078,529,0
"sample18",18079,525,0
"sample18",18080,525,0
"sample18",18081,525,0
"sample18",18082,525,0
"sample18",18083,525,0
"sample18",18084,525,0
"sample18",18085,525,0
"sample18",18086,522,0
"sample18",18087,522,0
"sample18",18088,522,0
"sample18",18089,522,0
"sample18",18090,522,0
"sample18",18091,520,0
"sample18",18092,520,0
"sample18",18093,520,0
"sample18",18094,518,0
"sample18",18095,518,0
"sample18",18096,517,0
"sample18",18097,518,0
"sample18",18098,517,0
"sample18",18099,517,0
"sample18",18100,512,0
"sample18",18101,507,0
"sample18",18102,489,0
"sample18",18103,454,0
"sample18",18104,452,0
"sample18",18105,435,0
"sample18",18106,408,0
"sample18",18107,396,0
"sample18",18108,359,0
"sample18",18109,352,0
"sample18",18110,340,0
"sample18",18111,314,0
"sample18",18112,308,0
"sample18",18113,295,0
"sample18",18114,212,0
"sample18",18115,204,0
"sample18",18116,76,0
"sample18",18117,78,0
"sample18",18118,64,0
"sample18",18119,63,0
"sample18",18120,63,0
"sample18",18121,61,0
"sample18",18122,60,0
"sample18",18123,64,0
"sample18",18124,70,0
"sample18",18125,69,0
"sample18",18126,65,0
"sample18",18127,69,0
"sample18",18128,86,0
"sample18",18129,85,0
"sample18",18130,85,0
"sample18",18131,87,0
"sample18",18132,87,0
"sample18",18133,84,0
"sample18",18134,85,0
"sample18",18135,85,0
"sample18",18136,91,0
"sample18",18137,93,0
"sample18",18138,90,0
"sample18",18139,92,0
"sample18",18140,96,0
"sample18",18141,108,0
"sample18",18142,109,0
"sample18",18143,117,0
"sample18",18144,119,0
"sample18",18145,120,0
"sample18",18146,124,0
"sample18",18147,142,0
"sample18",18148,155,0
"sample18",18149,155,0
"sample18",18150,155,0
"sample18",18151,158,0
"sample18",18152,157,0
"sample18",18153,164,0
"sample18",18154,164,0
"sample18",18155,164,0
"sample18",18156,164,0
"sample18",18157,163,0
"sample18",18158,169,0
"sample18",18159,169,0
"sample18",18160,172,0
"sample18",18161,173,0
"sample18",18162,175,0
"sample18",18163,175,0
"sample18",18164,175,0
"sample18",18165,177,0
"sample18",18166,177,0
"sample18",18167,177,0
"sample18",18168,179,0
"sample18",18169,179,0
"sample18",18170,179,0
"sample18",18171,179,0
"sample18",18172,179,0
"sample18",18173,179,0
"sample18",18174,188,0
"sample18",18175,188,0
"sample18",18176,189,0
"sample18",18177,189,0
"sample18",18178,193,0
"sample18",18179,197,0
"sample18",18180,216,0
"sample18",18181,222,0
"sample18",18182,227,0
"sample18",18183,224,0
"sample18",18184,228,0
"sample18",18185,229,0
"sample18",18186,224,0
"sample18",18187,223,0
"sample18",18188,240,0
"sample18",18189,242,0
"sample18",18190,246,0
"sample18",18191,244,0
"sample18",18192,239,0
"sample18",18193,240,0
"sample18",18194,241,0
"sample18",18195,241,0
"sample18",18196,239,0
"sample18",18197,236,0
"sample18",18198,233,0
"sample18",18199,226,0
"sample18",18200,223,0
"sample18",18201,224,0
"sample18",18202,220,0
"sample18",18203,204,0
"sample18",18204,204,0
"sample18",18205,204,0
"sample18",18206,202,0
"sample18",18207,202,0
"sample18",18208,202,0
"sample18",18209,207,0
"sample18",18210,222,0
"sample18",18211,228,0
"sample18",18212,227,0
"sample18",18213,232,0
"sample18",18214,232,0
"sample18",18215,235,0
"sample18",18216,225,0
"sample18",18217,242,0
"sample18",18218,252,0
"sample18",18219,265,0
"sample18",18220,266,0
"sample18",18221,262,0
"sample18",18222,243,0
"sample18",18223,229,0
"sample18",18224,233,0
"sample18",18225,233,0
"sample18",18226,230,0
"sample18",18227,230,0
"sample18",18228,223,0
"sample18",18229,223,0
"sample18",18230,223,0
"sample18",18231,223,0
"sample18",18232,223,0
"sample18",18233,223,0
"sample18",18234,223,0
"sample18",18235,220,0
"sample18",18236,219,0
"sample18",18237,217,0
"sample18",18238,217,0
"sample18",18239,217,0
"sample18",18240,222,0
"sample18",18241,222,0
"sample18",18242,225,0
"sample18",18243,227,0
"sample18",18244,227,0
"sample18",18245,228,0
"sample18",18246,228,0
"sample18",18247,227,0
"sample18",18248,227,0
"sample18",18249,214,0
"sample18",18250,215,0
"sample18",18251,219,0
"sample18",18252,231,0
"sample18",18253,230,0
"sample18",18254,224,0
"sample18",18255,205,0
"sample18",18256,216,0
"sample18",18257,212,0
"sample18",18258,214,0
"sample18",18259,215,0
"sample18",18260,212,0
"sample18",18261,221,0
"sample18",18262,217,0
"sample18",18263,200,0
"sample18",18264,202,0
"sample18",18265,199,0
"sample18",18266,200,0
"sample18",18267,200,0
"sample18",18268,200,0
"sample18",18269,199,0
"sample18",18270,199,0
"sample18",18271,199,0
"sample18",18272,199,0
"sample18",18273,198,0
"sample18",18274,196,0
"sample18",18275,195,0
"sample18",18276,195,0
"sample18",18277,193,0
"sample18",18278,192,0
"sample18",18279,192,0
"sample18",18280,192,0
"sample18",18281,192,0
"sample18",18282,192,0
"sample18",18283,192,0
"sample18",18284,186,0
"sample18",18285,171,0
"sample18",18286,160,0
"sample18",18287,159,0
"sample18",18288,154,0
"sample18",18289,152,0
"sample18",18290,146,0
"sample18",18291,144,0
"sample18",18292,126,0
"sample18",18293,108,0
"sample18",18294,93,0
"sample18",18295,92,0
"sample18",18296,92,0
"sample18",18297,92,0
"sample18",18298,91,0
"sample18",18299,87,0
"sample18",18300,87,0
"sample18",18301,87,0
"sample18",18302,87,0
"sample18",18303,87,0
"sample18",18304,91,0
"sample18",18305,92,0
"sample18",18306,92,0
"sample18",18307,92,0
"sample18",18308,87,0
"sample18",18309,87,0
"sample18",18310,87,0
"sample18",18311,87,0
"sample18",18312,87,0
"sample18",18313,88,0
"sample18",18314,88,0
"sample18",18315,81,0
"sample18",18316,81,0
"sample18",18317,78,0
"sample18",18318,74,0
"sample18",18319,75,0
"sample18",18320,74,0
"sample18",18321,74,0
"sample18",18322,74,0
"sample18",18323,74,0
"sample18",18324,73,0
"sample18",18325,75,0
"sample18",18326,76,0
"sample18",18327,66,0
"sample18",18328,64,0
"sample18",18329,64,0
"sample18",18330,64,0
"sample18",18331,44,0
"sample18",18332,43,0
"sample18",18333,41,0
"sample18",18334,36,0
"sample18",18335,36,0
"sample18",18336,27,0
"sample18",18337,27,0
"sample18",18338,28,0
"sample18",18339,24,0
"sample18",18340,23,0
"sample18",18341,22,0
"sample18",18342,22,0
"sample18",18343,22,0
"sample18",18344,22,0
"sample18",18345,22,0
"sample18",18346,22,0
"sample18",18347,22,0
"sample18",18348,24,0
"sample18",18349,24,0
"sample18",18350,24,0
"sample18",18351,24,0
"sample18",18352,39,0
"sample18",18353,39,0
"sample18",18354,40,0
"sample18",18355,40,0
"sample18",18356,40,0
"sample18",18357,43,0
"sample18",18358,44,0
"sample18",18359,51,0
"sample18",18360,51,0
"sample18",18361,54,0
"sample18",18362,54,0
"sample18",18363,54,0
"sample18",18364,54,0
"sample18",18365,53,0
"sample18",18366,53,0
"sample18",18367,53,0
"sample18",18368,55,0
"sample18",18369,57,0
"sample18",18370,57,0
"sample18",18371,57,0
"sample18",18372,57,0
"sample18",18373,57,0
"sample18",18374,58,0
"sample18",18375,58,0
"sample18",18376,58,0
"sample18",18377,58,0
"sample18",18378,58,0
"sample18",18379,54,0
"sample18",18380,53,0
"sample18",18381,53,0
"sample18",18382,53,0
"sample18",18383,54,0
"sample18",18384,54,0
"sample18",18385,54,0
"sample18",18386,54,0
"sample18",18387,54,0
"sample18",18388,53,0
"sample18",18389,53,0
"sample18",18390,53,0
"sample18",18391,53,0
"sample18",18392,53,0
"sample18",18393,54,0
"sample18",18394,53,0
"sample18",18395,53,0
"sample18",18396,53,0
"sample18",18397,53,0
"sample18",18398,53,0
"sample18",18399,53,0
"sample18",18400,50,0
"sample18",18401,44,0
"sample18",18402,42,0
"sample18",18403,41,0
"sample18",18404,41,0
"sample18",18405,41,0
"sample18",18406,41,0
"sample18",18407,41,0
"sample18",18408,43,0
"sample18",18409,43,0
"sample18",18410,43,0
"sample18",18411,43,0
"sample18",18412,43,0
"sample18",18413,42,0
"sample18",18414,42,0
"sample18",18415,43,0
"sample18",18416,43,0
"sample18",18417,43,0
"sample18",18418,43,0
"sample18",18419,43,0
"sample18",18420,43,0
"sample18",18421,43,0
"sample18",18422,46,0
"sample18",18423,44,0
"sample18",18424,44,0
"sample18",18425,44,0
"sample18",18426,44,0
"sample18",18427,29,0
"sample18",18428,29,0
"sample18",18429,28,0
"sample18",18430,28,0
"sample18",18431,28,0
"sample18",18432,25,0
"sample18",18433,27,0
"sample18",18434,22,0
"sample18",18435,22,0
"sample18",18436,18,0
"sample18",18437,23,0
"sample18",18438,23,0
"sample18",18439,25,0
"sample18",18440,34,0
"sample18",18441,36,0
"sample18",18442,36,0
"sample18",18443,34,0
"sample18",18444,32,0
"sample18",18445,32,0
"sample18",18446,32,0
"sample18",18447,32,0
"sample18",18448,32,0
"sample18",18449,31,0
"sample18",18450,31,0
"sample18",18451,31,0
"sample18",18452,32,0
"sample18",18453,41,0
"sample18",18454,43,0
"sample18",18455,50,0
"sample18",18456,51,0
"sample18",18457,51,0
"sample18",18458,51,0
"sample18",18459,51,0
"sample18",18460,58,0
"sample18",18461,60,0
"sample18",18462,60,0
"sample18",18463,60,0
"sample18",18464,60,0
"sample18",18465,59,0
"sample18",18466,59,0
"sample18",18467,59,0
"sample18",18468,62,0
"sample18",18469,62,0
"sample18",18470,62,0
"sample18",18471,62,0
"sample18",18472,62,0
"sample18",18473,64,0
"sample18",18474,64,0
"sample18",18475,64,0
"sample18",18476,64,0
"sample18",18477,64,0
"sample18",18478,64,0
"sample18",18479,64,0
"sample18",18480,64,0
"sample18",18481,64,0
"sample18",18482,66,0
"sample18",18483,64,0
"sample18",18484,64,0
